dataset,Classifier,weighting_strategy,hardness_metric,metric,gain_index,gain_disparity,n_runs,wins,win_rate
BCWDD,GaussianNB,self_paced,feature_DS,F1 Score,-0.0017008574763892244,0.010500448381509387,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_DS,Precision,0.012720545037618288,0.022590048664079456,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_DS,Recall,-0.01587301587301589,0.013746434980705392,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_DS,Specificity,0.009259259259259264,0.016037507477489613,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_F1,Balanced Accuracy,-0.0016534391534390736,0.0028638406209801483,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_F1,F1 Score,-0.0009228497600590746,0.0015984226721750647,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_F1,Precision,0.005772005772005762,0.0099974072586948,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_F1,Recall,-0.007936507936507945,0.013746434980705392,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_F1,Specificity,0.00462962962962965,0.008018753738744838,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_F2,Balanced Accuracy,-0.0023148148148148806,0.012561785656893237,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_F2,F1 Score,-0.0041050730186199536,0.014212730523349952,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_F2,Precision,-0.008178758741657929,0.013797220159395244,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_F2,Recall,-3.700743415417188e-17,0.02380952380952378,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_F2,Specificity,-0.00462962962962965,0.008018753738744838,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_F3,Balanced Accuracy,-0.00727513227513225,0.014353528051726806,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_F3,F1 Score,-0.006124725789146394,0.017839216635434103,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_F3,Precision,0.01249562376006541,0.022792059407395086,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_F3,Recall,-0.023809523809523836,0.023809523809523836,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_F3,Specificity,0.009259259259259264,0.016037507477489613,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_F4,Balanced Accuracy,-0.0039682539682539915,0.013746434980705359,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_F4,F1 Score,-0.004600883420722253,0.014617792199867582,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_F4,Precision,-0.0004656046870404514,0.0027974812221982586,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_F4,Recall,-0.007936507936507983,0.027492869961410718,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_F4,Specificity,0.0,0.0,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_Harmfulness,Balanced Accuracy,-0.007936507936507945,0.006873217490352695,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_Harmfulness,F1 Score,-0.008693534065096986,0.007529388257193817,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_Harmfulness,Precision,-0.0012707576661064774,0.0016767898699137317,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_Harmfulness,Recall,-0.01587301587301589,0.013746434980705392,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_Harmfulness,Specificity,0.0,0.0,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_LSC,Balanced Accuracy,-0.003306878306878258,0.007511783526190953,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_LSC,F1 Score,-0.0017008574763892244,0.010500448381509387,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_LSC,Precision,0.012720545037618288,0.022590048664079456,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_LSC,Recall,-0.01587301587301589,0.013746434980705392,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_LSC,Specificity,0.009259259259259264,0.016037507477489613,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_LSR,Balanced Accuracy,-0.0009920634920634515,0.009770692263686672,3,2,0.6666666666666666
BCWDD,GaussianNB,self_paced,feature_LSR,F1 Score,0.001863251941769839,0.01290558679402873,3,2,0.6666666666666666
BCWDD,GaussianNB,self_paced,feature_LSR,Precision,0.019454551771625066,0.019732463883046884,3,2,0.6666666666666666
BCWDD,GaussianNB,self_paced,feature_LSR,Recall,-0.01587301587301589,0.013746434980705392,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_LSR,Specificity,0.013888888888888876,0.013888888888888895,3,2,0.6666666666666666
BCWDD,GaussianNB,self_paced,feature_MV,Balanced Accuracy,-0.005621693121693139,0.010882594359725084,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_MV,F1 Score,-0.005129424646937923,0.01370235145064142,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_MV,Precision,0.0054632490679003,0.01282669234024682,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_MV,Recall,-0.01587301587301589,0.013746434980705392,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_MV,Specificity,0.004629629629629613,0.008018753738744774,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_N1,Balanced Accuracy,-0.0039682539682539915,0.006873217490352727,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_N1,F1 Score,-0.004315969085616822,0.007475477740184926,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_N1,Precision,-0.00021367521367517592,0.0003700963264035408,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_N1,Recall,-0.007936507936507945,0.013746434980705392,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_N1,Specificity,0.0,0.0,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_N2,Balanced Accuracy,-0.0009920634920634515,0.009770692263686672,3,2,0.6666666666666666
BCWDD,GaussianNB,self_paced,feature_N2,F1 Score,0.001863251941769839,0.01290558679402873,3,2,0.6666666666666666
BCWDD,GaussianNB,self_paced,feature_N2,Precision,0.019454551771625066,0.019732463883046884,3,2,0.6666666666666666
BCWDD,GaussianNB,self_paced,feature_N2,Recall,-0.01587301587301589,0.013746434980705392,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_N2,Specificity,0.013888888888888876,0.013888888888888895,3,2,0.6666666666666666
BCWDD,GaussianNB,self_paced,feature_TD_P,Balanced Accuracy,-0.0039682539682539915,0.013746434980705359,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_TD_P,F1 Score,-0.004600883420722253,0.014617792199867582,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_TD_P,Precision,-0.0004656046870404514,0.0027974812221982586,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_TD_P,Recall,-0.007936507936507983,0.027492869961410718,3,1,0.3333333333333333
BCWDD,GaussianNB,self_paced,feature_TD_P,Specificity,0.0,0.0,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_TD_U,Balanced Accuracy,-0.006283068783068835,0.005979874775140575,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_TD_U,F1 Score,-0.008197723662994686,0.007148502216784791,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_TD_U,Precision,-0.008983911720723955,0.012911940222557747,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_TD_U,Recall,-0.007936507936507945,0.013746434980705392,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_TD_U,Specificity,-0.00462962962962965,0.008018753738744838,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_kDN,Balanced Accuracy,-0.004960317460317443,0.016511227159814835,3,2,0.6666666666666666
BCWDD,GaussianNB,self_paced,feature_kDN,F1 Score,-0.0025606163709873306,0.020538594319134754,3,2,0.6666666666666666
BCWDD,GaussianNB,self_paced,feature_kDN,Precision,0.019229630494072187,0.02007689389505972,3,2,0.6666666666666666
BCWDD,GaussianNB,self_paced,feature_kDN,Recall,-0.023809523809523836,0.023809523809523836,3,0,0.0
BCWDD,GaussianNB,self_paced,feature_kDN,Specificity,0.013888888888888876,0.013888888888888895,3,2,0.6666666666666666
BCWDD,GaussianNB,static,feature_CB,Balanced Accuracy,-0.011904761904761937,0.011904761904761973,3,0,0.0
BCWDD,GaussianNB,static,feature_CB,F1 Score,-0.013117402377854156,0.013109762787111918,3,0,0.0
BCWDD,GaussianNB,static,feature_CB,Precision,-0.0014956789436593547,0.001593258490120753,3,0,0.0
BCWDD,GaussianNB,static,feature_CB,Recall,-0.023809523809523836,0.023809523809523836,3,0,0.0
BCWDD,GaussianNB,static,feature_CB,Specificity,0.0,0.0,3,0,0.0
BCWDD,GaussianNB,static,feature_CL,Balanced Accuracy,0.013558201058201047,0.009532761445370333,3,3,1.0
